study_hours,revision_time,previous_grade,attendance_rate,understanding_level,sleep_hours,phone_time,stress_level,motivation_level,focus_level,pass_exam
1,0,54,84,6,5,2,2,2,3,0
0,2,58,99,3,7,3,8,8,3,0
7,3,48,68,1,8,1,3,3,5,1
7,0,43,95,3,7,1,1,5,9,1
6,1,54,83,8,6,5,8,1,1,0
3,1,90,81,8,6,5,2,5,1,1
1,3,87,61,6,5,1,6,1,9,1
2,0,47,92,7,8,5,8,9,7,0
3,2,88,66,2,8,4,10,2,4,0
5,0,92,55,9,5,0,9,6,1,1
3,0,40,100,3,6,4,1,9,6,0
3,3,46,62,2,8,2,9,3,9,1
4,0,92,88,5,7,0,8,6,6,1
3,2,70,71,1,8,1,6,1,5,0
7,1,57,60,5,6,1,5,7,1,1
5,3,51,56,10,8,1,6,2,9,1
5,2,87,94,4,8,3,2,5,9,1
0,1,69,94,6,4,2,3,5,1,0
3,3,72,70,5,8,4,9,1,4,0
4,3,98,50,9,5,5,3,7,1,1
3,1,86,79,5,5,2,10,4,10,0
2,1,46,68,8,7,3,7,4,4,0
2,2,67,100,2,8,3,4,7,7,1
4,0,88,96,3,7,2,9,10,8,1
0,0,42,95,3,6,3,4,1,3,0
0,0,82,78,3,6,5,10,6,3,0
5,0,45,84,6,4,0,10,1,10,0
5,0,70,69,7,4,1,6,6,5,1
1,2,77,85,7,8,4,2,10,6,1
4,3,54,88,7,8,3,7,2,3,1
3,2,46,50,3,7,4,3,10,6,1
6,2,82,72,1,7,1,1,1,10,1
4,2,69,80,6,8,5,7,8,7,1
1,3,66,100,3,8,2,5,7,6,1
5,2,56,84,3,4,5,7,2,6,0
4,2,94,96,3,4,1,1,2,2,1
4,3,57,94,9,4,4,5,5,4,1
5,2,61,71,4,8,0,2,4,1,1
7,0,95,95,5,7,2,1,4,10,1
1,1,92,56,3,5,3,6,9,5,0
5,2,65,82,10,5,0,5,1,10,1
0,1,90,94,1,7,1,4,10,3,1
3,2,66,85,4,7,4,1,9,3,1
5,2,79,93,1,7,4,5,3,4,1
1,0,63,56,7,4,4,7,8,9,0
2,3,91,76,7,6,1,1,5,6,1
0,1,47,51,4,8,2,4,10,10,0
2,3,60,66,5,4,3,6,3,8,1
6,0,68,50,10,5,0,8,9,5,1
5,0,82,95,7,8,1,7,9,6,1
0,1,60,79,6,7,4,7,8,3,0
3,3,42,71,4,5,3,8,3,7,0
5,0,70,77,4,7,4,7,3,9,0
3,2,94,82,2,7,1,4,10,9,1
7,2,66,75,10,7,4,6,10,7,1
4,2,85,84,2,8,1,2,3,3,1
2,3,66,60,4,5,4,8,6,5,0
0,2,48,56,5,5,1,3,2,10,0
3,2,96,77,4,7,4,4,9,9,1
1,0,72,74,3,4,3,2,2,9,0
3,0,72,90,2,6,3,9,10,3,0
1,2,65,80,4,4,4,2,8,5,0
5,2,67,52,5,8,4,6,10,1,1
0,0,83,82,1,6,1,3,4,7,0
3,1,82,100,1,4,1,6,4,2,0
6,3,70,83,6,5,1,4,5,10,1
3,3,92,70,5,4,2,8,1,10,1
7,0,40,86,4,7,4,3,4,6,1
6,3,59,98,1,8,5,8,6,10,1
0,0,51,68,7,4,4,3,10,6,0
7,0,56,86,4,4,4,5,2,7,0
3,0,54,70,3,6,4,2,3,3,0
1,0,73,63,7,7,1,6,4,8,0
3,1,89,59,2,6,1,7,3,5,0
2,2,55,56,10,8,2,8,9,10,1
5,2,43,78,1,8,1,4,6,4,1
4,1,47,89,4,7,5,9,5,9,0
1,3,73,57,8,6,4,2,5,9,1
2,3,85,88,6,7,4,8,2,2,1
6,2,64,62,9,6,0,6,9,1,1
5,3,54,95,1,5,1,4,2,3,1
0,2,67,68,1,7,0,2,5,10,1
1,2,48,60,5,8,4,4,7,8,0
4,1,41,51,6,6,1,3,3,4,1
5,3,56,98,8,5,4,4,8,5,1
6,1,97,55,3,8,0,4,5,5,1
7,2,49,78,6,6,0,7,10,2,1
7,2,48,90,3,5,3,1,3,1,1
4,2,70,100,8,8,3,9,3,8,1
0,0,41,54,4,8,1,5,3,10,0
0,0,63,90,2,5,1,3,3,5,0
6,0,58,79,9,8,1,7,4,2,1
1,1,56,88,10,6,1,7,10,7,1
6,2,82,85,8,6,1,8,1,2,1
3,3,88,76,6,8,1,10,3,6,1
0,1,49,99,3,4,5,4,10,9,0
5,1,89,67,2,5,1,9,10,4,1
3,1,94,98,4,4,0,2,5,5,1
7,3,67,85,4,6,0,6,8,1,1
7,2,77,65,1,8,0,3,8,1,1
2,0,87,54,9,7,5,8,9,9,0
4,2,67,58,10,7,4,8,9,5,1
3,2,98,83,8,4,2,6,6,3,1
4,1,89,83,7,4,4,4,10,2,1
6,1,91,85,6,4,1,8,7,10,1
3,1,89,80,3,6,2,6,4,7,1
6,0,40,69,4,6,0,9,3,4,0
2,0,99,66,2,8,0,7,3,3,0
0,0,42,69,7,6,3,9,2,2,0
7,2,54,77,2,8,1,8,8,10,1
2,1,91,70,10,8,1,4,7,10,1
7,3,49,68,1,4,3,6,8,4,1
0,2,60,52,6,7,4,7,6,9,0
6,0,76,79,4,4,3,4,10,10,1
0,3,54,54,8,6,5,4,10,7,1
7,3,62,91,1,5,1,10,5,1,1
7,1,53,55,9,6,5,3,1,3,1
4,3,54,52,6,7,5,10,8,5,1
5,0,49,98,2,6,5,6,2,7,0
2,1,95,91,8,7,0,2,1,5,1
3,3,48,73,5,5,3,4,9,9,1
7,1,83,93,5,5,2,8,8,7,1
2,3,78,50,5,8,0,3,9,1,1
4,2,44,99,7,6,4,8,5,6,1
0,2,64,100,7,8,0,7,3,2,1
4,0,95,85,10,4,4,7,8,6,1
1,2,81,64,7,4,0,9,4,3,0
1,2,96,90,10,4,1,4,1,2,1
3,2,65,87,2,4,5,8,9,3,0
4,3,47,93,8,4,4,2,4,10,1
6,3,61,67,1,6,4,3,2,4,1
3,1,91,72,2,8,3,4,10,1,1
6,3,64,96,7,8,0,9,3,4,1
3,2,87,78,4,7,4,1,6,6,1
1,3,51,100,10,4,4,7,9,5,1
3,0,48,90,10,5,0,2,6,5,1
1,1,49,71,9,7,0,5,4,9,1
7,1,87,73,9,7,2,1,1,9,1
0,3,49,94,3,6,3,6,2,9,0
6,2,48,97,3,7,4,3,7,7,1
4,1,65,62,9,5,0,6,3,10,1
7,0,74,82,10,8,4,8,2,9,1
7,0,66,99,8,7,2,8,6,8,1
3,1,99,71,1,6,2,4,4,8,1
1,2,70,84,6,4,4,7,1,5,0
2,2,58,66,7,5,3,6,9,9,1
6,3,82,71,8,4,1,2,9,8,1
7,3,77,54,2,7,4,6,5,7,1
3,1,45,74,1,8,2,2,8,8,1
5,3,54,55,4,6,3,4,6,9,1
0,3,68,66,1,5,5,5,7,7,0
0,3,86,80,2,8,0,9,6,9,1
2,0,84,66,3,5,5,3,7,8,0
1,3,93,82,4,6,3,5,3,2,1
3,1,44,88,6,6,3,2,3,3,0
6,2,53,97,8,7,4,3,10,6,1
1,3,92,86,9,5,3,5,3,6,1
0,2,41,97,4,7,0,7,10,7,1
1,3,62,53,1,5,5,6,6,2,0
0,1,83,92,5,5,4,2,1,1,0
1,0,91,63,5,4,2,9,9,5,0
2,1,85,62,9,7,0,8,9,2,1
4,0,58,76,6,5,4,9,4,9,0
2,3,63,73,5,5,4,9,2,3,0
2,3,59,76,10,6,1,5,7,2,1
4,0,86,57,10,4,0,7,7,7,1
4,1,66,96,5,6,3,7,6,6,1
7,1,91,99,8,7,0,10,8,8,1
7,0,63,88,1,7,0,9,3,9,1
3,3,56,70,5,5,1,9,2,3,0
6,0,64,100,1,8,3,6,10,8,1
6,3,85,90,7,6,5,3,1,4,1
3,0,94,60,7,7,1,8,3,2,0
2,3,70,80,10,5,1,1,8,4,1
2,0,67,76,8,5,1,10,8,4,0
0,2,89,91,7,6,0,4,7,8,1
0,3,98,95,9,5,5,10,2,10,1
6,1,67,97,8,4,1,2,3,8,1
3,0,61,76,8,8,2,5,7,7,1
5,1,95,57,3,6,3,7,8,4,1
7,0,98,82,10,6,5,1,9,2,1
5,1,44,61,4,6,3,4,6,1,0
3,1,93,84,4,5,5,3,10,2,0
0,0,83,83,1,5,1,4,3,2,0
6,0,81,65,6,6,5,6,9,3,1
6,1,47,85,2,6,0,10,5,10,1
0,1,77,51,9,4,5,6,4,5,0
5,1,67,61,1,7,4,1,9,1,0
1,3,96,76,1,4,4,3,10,5,1
1,3,86,66,10,6,0,1,2,7,1
0,2,51,69,6,5,1,1,10,1,1
1,3,96,70,1,5,1,1,4,4,1
4,3,64,79,3,6,2,3,6,2,1
3,0,77,91,10,7,4,2,6,8,1
3,2,83,69,2,8,4,4,10,2,1
0,2,54,57,9,8,3,7,5,1,0
2,3,83,67,5,4,1,2,10,2,1
7,0,80,67,6,7,0,2,7,10,1
5,0,90,67,2,8,1,7,5,4,1
0,2,92,51,8,7,1,9,6,5,1
1,0,73,61,6,5,2,3,1,2,0
5,1,99,81,8,5,5,10,8,4,1
2,3,84,91,8,7,5,8,5,7,1
1,1,52,57,1,6,0,6,5,5,0
6,2,47,100,7,8,2,6,10,8,1
7,2,98,59,2,8,2,3,6,10,1
4,0,52,60,8,5,2,10,6,9,0
1,0,75,63,2,4,5,9,8,1,0
4,2,45,75,4,8,2,9,4,1,0
5,2,77,96,2,5,1,4,4,3,1
4,1,71,79,7,5,5,10,3,8,0
5,1,60,91,5,7,5,6,9,1,0
5,0,83,53,9,7,3,5,8,10,1
5,1,83,88,5,7,1,4,5,2,1
5,0,88,60,8,4,2,2,8,1,1
5,0,98,73,2,8,2,4,6,1,1
1,3,46,71,3,4,3,7,5,9,0
5,0,65,52,6,4,4,3,9,10,1
1,1,54,86,7,7,0,3,9,1,1
5,2,95,51,10,5,2,3,8,4,1
4,2,88,61,8,6,2,9,10,7,1
6,1,81,70,3,5,1,1,3,5,1
5,2,62,54,7,5,2,5,9,10,1
2,0,91,56,8,5,2,9,6,5,0
5,2,77,53,10,5,0,7,9,7,1
5,1,80,92,6,4,1,1,1,6,1
4,2,54,90,4,7,4,4,1,6,1
7,0,87,85,6,7,2,6,6,8,1
3,0,92,71,9,5,2,5,4,10,1
4,1,79,78,3,6,4,2,5,9,1
2,1,55,58,2,8,3,1,5,2,0
3,1,71,75,5,5,4,4,3,10,0
0,3,76,61,7,5,4,10,9,4,0
0,3,57,97,3,6,1,5,1,10,1
7,0,59,50,5,4,5,4,6,9,0
2,3,85,57,4,5,4,3,2,10,1
4,3,41,82,7,6,1,10,2,1,1
1,2,94,100,2,4,5,8,9,10,0
2,3,62,53,7,4,4,6,10,8,1
6,2,69,63,2,5,2,3,2,1,0
3,1,42,78,3,4,2,6,9,4,0
3,2,85,63,5,5,5,10,8,9,0
5,2,78,58,7,5,3,8,7,4,1
0,1,86,58,6,7,5,7,8,5,0
7,1,88,75,7,8,4,1,9,9,1
3,0,40,98,6,8,0,6,10,8,1
2,0,80,96,1,7,4,1,9,1,0
3,0,61,91,5,5,5,4,3,3,0
7,0,68,66,1,6,0,10,10,4,1
7,2,53,90,7,4,5,3,1,3,1
7,2,87,53,4,7,4,7,8,9,1
2,0,67,95,5,7,1,2,10,6,1
1,3,60,52,1,7,2,4,4,3,0
5,0,84,78,8,7,0,5,5,8,1
0,3,71,74,4,8,0,2,6,9,1
3,1,45,70,3,5,4,9,6,10,0
2,2,93,61,1,7,2,2,7,4,1
4,2,40,50,4,7,3,6,10,5,1
0,3,60,50,3,7,0,8,3,3,0
1,0,96,94,8,6,2,7,2,5,0
2,2,43,95,9,6,2,6,9,2,1
6,3,42,97,5,4,0,8,2,2,1
6,1,88,56,9,5,1,5,9,5,1
5,1,69,59,1,7,5,10,10,7,0
5,2,70,64,7,4,1,9,4,1,1
1,0,73,89,7,4,4,2,1,3,0
1,3,58,60,6,5,5,6,3,1,0
5,2,59,95,4,6,5,10,10,8,1
3,1,62,94,9,5,4,7,2,2,0
3,0,93,72,3,4,2,9,4,6,0
2,3,98,62,1,5,0,5,2,6,1
4,2,79,76,2,6,1,6,10,9,1
2,3,64,90,3,4,2,9,6,6,1
4,0,54,66,2,5,1,10,10,10,0
1,0,77,99,6,7,0,6,1,6,0
0,1,62,100,7,7,1,1,5,1,1
2,0,91,62,5,5,3,4,9,7,0
2,2,41,61,5,5,4,4,1,6,0
4,3,96,78,7,6,5,3,4,8,1
7,0,96,70,6,4,1,8,2,1,1
1,0,54,69,8,5,0,6,2,8,0
1,2,91,69,9,4,0,7,5,8,1
6,3,83,80,2,7,3,9,2,1,1
7,3,74,57,2,4,0,8,5,7,1
4,1,49,73,1,8,3,3,1,7,0
1,1,53,60,7,6,2,4,5,7,0
7,3,66,88,4,6,1,1,3,3,1
5,2,93,82,9,4,0,4,2,3,1
7,2,53,91,6,6,4,9,4,8,1
3,1,74,64,7,4,1,5,1,8,1
6,0,72,53,7,4,3,3,3,8,1
5,2,91,50,8,7,1,2,1,3,1
0,0,40,81,4,4,1,6,8,4,0
2,2,73,60,3,6,0,4,5,2,1
6,3,58,79,3,8,4,6,1,3,1
0,1,63,86,10,5,2,3,2,5,0
2,0,81,68,8,6,4,3,9,3,0
3,0,43,100,3,8,5,1,7,4,0
7,3,75,85,8,6,3,9,3,7,1
1,2,52,83,2,8,5,7,1,3,0
5,0,97,56,5,6,4,9,2,1,0
4,2,71,94,5,5,4,1,7,1,1
5,3,48,69,7,7,3,8,8,4,1
3,1,78,61,5,7,4,2,5,1,0
0,0,55,81,9,5,2,3,4,6,0
4,2,89,51,3,6,1,1,10,4,1
1,0,42,71,9,8,2,7,4,5,0
3,2,91,90,1,4,5,5,5,6,0
4,2,59,97,3,6,1,3,7,2,1
3,2,49,89,4,5,1,4,7,1,1
7,3,95,73,6,7,4,10,4,10,1
3,1,97,99,10,7,1,6,1,2,1
1,0,97,80,8,6,3,6,5,6,0
6,1,61,53,7,8,2,2,7,10,1
2,2,87,73,8,5,1,7,4,9,1
4,2,42,92,6,5,4,2,7,8,1
7,1,50,66,6,8,4,9,8,10,1
1,1,64,89,6,8,4,2,2,1,0
3,0,81,68,3,6,0,5,2,5,0
7,2,87,89,10,6,2,8,5,7,1
1,1,47,87,4,7,4,8,3,8,0
6,3,48,83,6,7,3,4,4,7,1
7,2,54,96,7,8,4,7,1,1,1
7,2,71,82,3,4,0,8,4,4,1
2,0,92,55,4,4,2,8,4,4,0
5,3,42,100,6,4,1,5,4,9,1
4,0,43,85,1,5,2,10,3,6,0
2,3,69,62,7,6,1,2,2,6,1
0,0,52,96,1,8,1,2,4,5,0
4,3,83,58,10,7,4,5,8,5,1
2,3,60,84,9,4,5,4,3,9,1
3,3,80,83,10,7,3,4,6,2,1
4,1,96,65,9,6,3,3,2,10,1
4,2,85,67,9,8,5,9,1,5,1
1,3,58,67,4,4,4,8,7,1,0
3,1,78,87,2,4,0,4,6,5,1
0,1,87,99,7,8,1,7,10,4,1
5,0,61,92,4,7,5,8,4,4,0
7,2,59,81,5,6,3,6,7,4,1
6,2,76,56,1,6,2,2,6,3,1
2,0,70,72,10,6,0,8,2,6,1
1,2,49,72,6,7,4,3,4,3,0
2,0,57,95,7,7,0,4,9,6,1
0,1,82,67,3,4,3,4,8,6,0
7,1,78,56,10,7,5,7,6,10,1
0,3,85,91,2,5,4,8,1,2,0
4,0,59,89,10,8,3,9,7,9,1
6,1,57,73,7,7,1,1,1,10,1
0,1,50,63,1,6,0,1,8,8,1
2,0,61,99,2,7,5,7,3,7,0
3,1,98,54,3,4,1,4,9,9,1
3,2,83,95,4,8,2,10,5,8,1
4,1,57,71,5,8,1,8,6,9,1
5,0,97,71,4,6,0,5,4,8,1
2,2,73,59,10,8,2,1,6,3,1
2,2,62,75,3,5,3,2,9,10,1
0,1,40,64,1,8,5,10,7,1,0
6,3,94,87,7,6,2,3,2,6,1
2,2,49,90,10,8,0,2,6,3,1
1,0,92,91,6,7,4,9,9,3,0
5,3,40,98,2,4,2,7,8,6,1
0,3,77,50,2,7,3,2,1,10,1
1,2,78,63,3,5,2,7,5,9,0
4,1,88,85,8,5,5,10,6,5,0
3,3,48,80,8,4,1,1,9,1,1
4,1,70,77,10,4,4,5,4,10,1
3,2,46,83,10,4,0,5,1,7,1
4,0,56,84,10,4,4,9,6,9,0
2,3,74,88,10,8,1,4,9,10,1
1,0,87,72,8,7,4,4,6,2,0
3,1,76,95,7,5,1,6,7,9,1
0,1,91,93,2,8,5,2,10,5,0
1,0,57,68,1,4,2,10,4,1,0
0,2,72,67,6,6,0,6,2,4,1
1,2,43,64,8,6,1,7,3,8,1
1,3,62,50,1,7,1,4,1,3,0
4,3,50,74,3,5,2,10,2,5,0
3,2,91,75,1,5,1,9,7,2,0
3,2,48,84,10,7,0,5,9,5,1
6,0,69,64,9,4,3,3,9,9,1
1,1,47,53,7,4,4,9,9,3,0
2,1,79,64,8,5,5,1,1,7,0
2,3,44,91,9,5,5,8,7,6,1
0,2,51,87,3,5,1,1,7,2,0
0,0,40,94,10,4,4,10,9,7,0
4,3,54,88,2,6,5,8,9,10,1
1,0,64,50,6,7,4,5,1,4,0
0,2,57,71,5,7,5,7,10,6,0
0,2,77,60,4,8,3,8,5,7,0
5,2,81,95,6,8,1,1,2,9,1
1,1,85,87,6,6,0,1,6,7,1
7,2,92,86,3,5,1,7,2,3,1
4,3,65,100,2,6,4,1,6,9,1
0,1,79,75,9,8,2,4,7,6,1
4,0,98,100,8,8,3,6,6,4,1
3,3,42,76,4,7,0,2,1,10,1
4,3,93,62,6,6,0,10,4,5,1
7,0,61,56,3,4,4,5,3,10,0
2,1,65,57,8,8,0,10,5,1,0
7,3,58,95,3,7,4,10,7,4,1
2,3,83,100,2,5,0,10,3,3,1
4,3,83,100,7,6,0,6,1,6,1
2,1,86,72,3,8,5,5,9,9,1
3,1,99,75,9,4,5,10,6,3,0
1,1,78,93,3,8,4,8,6,5,0
2,3,98,76,8,4,3,4,4,2,1
2,2,75,58,2,6,0,8,1,9,1
4,0,60,95,9,4,1,3,9,8,1
3,2,80,87,1,4,2,7,10,10,1
6,1,93,96,3,7,5,5,7,4,1
6,3,87,62,2,6,4,5,10,8,1
6,3,65,56,7,8,0,6,7,10,1
6,2,52,60,5,5,5,5,7,4,0
1,2,75,59,8,6,3,1,7,2,1
7,0,63,82,2,6,5,9,8,9,0
4,3,80,88,8,5,1,4,8,2,1
4,2,65,99,7,8,4,5,3,1,1
5,0,60,52,5,7,1,1,8,1,1
3,1,57,90,2,8,5,3,4,3,0
6,2,54,78,10,5,2,3,7,10,1
1,1,54,86,7,8,3,8,5,7,0
3,0,45,94,10,6,4,8,4,6,0
6,1,82,65,4,7,4,9,4,3,0
1,3,70,65,4,4,0,10,6,5,1
3,3,67,93,8,8,1,7,2,10,1
4,1,47,99,6,4,4,6,5,6,0
4,3,68,92,9,7,1,8,8,10,1
7,0,60,98,2,4,2,3,2,2,0
0,3,56,56,5,8,0,10,5,3,0
7,1,95,64,6,5,2,10,7,4,1
2,1,96,87,8,6,0,10,5,8,1
7,1,88,55,4,6,0,8,10,1,1
6,2,63,67,7,4,1,3,9,9,1
5,1,97,68,7,6,5,2,9,1,1
3,0,99,100,4,6,0,9,8,3,1
5,3,89,51,1,5,2,1,9,3,1
0,3,75,52,3,4,5,10,2,9,0
2,2,70,95,2,5,2,10,3,3,0
3,2,86,74,3,5,5,2,4,3,0
1,0,73,85,5,7,2,7,5,2,0
6,1,41,98,1,4,1,1,10,4,1
2,2,81,77,5,5,1,5,2,8,1
4,3,42,87,2,8,3,9,10,6,1
0,2,69,77,4,6,4,9,4,1,0
2,2,47,81,6,4,3,4,4,5,0
6,1,91,100,9,7,3,10,5,10,1
7,2,46,90,10,5,0,2,6,8,1
2,0,51,85,6,8,0,9,1,1,0
7,3,97,88,10,6,3,4,6,6,1
6,1,58,85,2,6,4,3,9,7,1
4,3,65,92,8,8,3,3,3,5,1
3,0,67,72,5,4,1,7,2,4,0
1,0,54,51,9,6,2,2,8,7,1
4,2,53,59,10,6,3,5,2,9,1
7,2,87,55,9,6,0,2,8,4,1
7,2,98,57,4,5,4,7,10,3,1
1,3,53,64,1,5,0,7,4,10,1
3,0,42,94,9,6,1,3,9,4,1
2,1,89,78,9,7,5,3,4,5,1
1,2,68,77,8,6,0,8,1,9,1
0,3,99,71,5,4,5,7,8,1,0
0,2,93,83,5,7,0,4,1,9,1
6,0,45,69,10,4,4,2,5,9,1
4,1,88,82,6,8,5,3,7,8,1
7,0,62,64,1,8,4,3,3,10,0
3,3,67,56,9,5,0,5,6,8,1
6,2,53,73,5,5,0,7,1,8,1
4,0,53,75,7,5,3,4,6,4,0
4,3,59,99,8,8,1,1,5,7,1
6,2,52,59,5,4,5,3,2,2,0
5,1,66,64,3,7,3,3,4,3,0
4,0,99,86,6,5,4,1,7,8,1
5,2,74,73,7,8,3,8,6,4,1
0,2,84,60,4,5,3,4,10,10,1
0,2,95,89,9,6,5,5,6,6,1
4,2,41,70,4,7,0,3,9,8,1
0,0,80,89,10,4,0,4,2,8,1
3,2,84,87,2,5,5,1,1,5,0
5,3,79,64,9,6,1,4,2,7,1
5,0,87,64,4,6,2,2,3,1,0
4,2,63,86,4,7,2,10,9,5,1
0,0,68,94,10,8,5,6,10,3,0
1,3,42,63,1,8,5,2,9,4,0
7,3,84,92,2,5,3,9,5,1,1
6,0,43,70,3,5,1,2,7,1,0
6,2,89,93,7,8,1,4,3,3,1
5,2,41,69,9,4,4,4,10,4,1
4,3,59,82,5,4,0,1,2,3,1
4,2,93,52,4,6,5,7,6,2,0
3,3,92,89,2,7,5,1,6,7,1
2,2,54,72,7,4,5,8,5,10,0
7,3,88,93,6,5,5,3,1,9,1
2,1,71,96,7,4,4,8,10,3,0
5,2,81,72,8,7,2,8,2,9,1
6,2,40,76,9,5,1,10,7,8,1
3,2,77,84,10,7,2,10,10,5,1
3,0,74,74,5,8,0,5,2,6,1
3,2,90,81,5,7,0,3,5,1,1
5,0,46,71,4,7,5,9,10,6,0
2,0,84,57,3,7,0,1,4,9,1
6,3,52,100,7,5,2,1,10,7,1
3,0,88,87,5,7,1,2,1,9,1
6,0,40,67,7,7,4,10,5,5,0
0,1,53,77,2,6,1,6,1,5,0
4,2,68,77,9,5,1,2,3,5,1
4,0,97,60,9,7,3,4,9,6,1
6,2,42,61,9,4,1,6,7,4,1
1,0,85,51,5,7,4,2,2,10,0
1,3,63,86,10,4,3,4,5,9,1
5,1,40,53,9,8,1,7,4,7,1
5,0,87,90,1,8,3,1,7,3,1
4,2,49,94,2,5,1,9,4,10,1
0,3,52,94,10,5,0,10,9,7,1
7,2,75,96,5,8,0,10,3,3,1
2,3,48,83,5,5,1,7,6,3,1
2,1,53,72,6,4,3,9,5,4,0
5,3,75,62,8,4,4,7,10,2,1
0,2,49,56,1,6,0,1,8,8,1
5,2,79,81,10,5,3,7,1,1,1
7,0,62,72,9,5,4,9,10,10,1
2,3,74,98,4,6,3,8,2,1,0
6,2,94,57,8,7,1,4,7,1,1
5,0,46,99,5,4,0,5,1,4,0
3,1,81,96,1,7,0,3,5,1,1
6,2,74,96,9,6,0,10,8,3,1
7,0,41,86,8,5,1,10,10,7,1
7,2,54,83,5,7,4,2,5,3,1
5,3,48,97,4,5,4,3,5,2,1
4,0,86,78,8,6,5,7,9,10,1
5,3,56,86,9,8,5,8,5,6,1
4,1,78,72,7,5,0,2,1,8,1
7,3,91,87,4,7,5,9,3,4,1
0,0,57,78,7,7,4,4,5,4,0
7,2,54,93,6,6,5,2,8,2,1
2,0,57,54,3,7,5,7,10,5,0
6,3,63,89,10,4,0,2,2,10,1
6,3,62,60,3,5,4,7,4,8,1
1,2,51,63,1,4,0,8,4,1,0
1,1,62,98,5,6,4,9,3,2,0
7,0,60,91,8,4,3,1,6,1,1
2,2,65,51,6,4,0,2,10,4,1
1,2,47,84,8,5,5,2,2,7,0
6,2,69,94,7,5,5,7,3,3,1
5,0,73,98,2,8,0,6,2,8,1
0,0,41,84,8,4,5,9,10,6,0
0,0,44,91,4,5,2,3,8,2,0
2,1,70,77,5,4,0,8,2,9,0
7,2,72,57,8,4,4,5,5,9,1
1,3,93,81,5,6,3,5,4,7,1
5,3,43,53,5,6,3,10,1,10,1
0,2,45,94,6,4,4,5,7,8,0
0,3,62,56,7,6,1,8,6,10,1
3,1,84,88,9,5,5,7,10,1,0
7,1,58,97,7,4,0,7,1,6,1
3,0,82,76,6,6,3,4,9,9,1
6,0,84,86,10,5,4,6,4,6,1
0,0,47,66,4,4,3,1,1,3,0
2,0,78,59,10,4,3,6,8,2,0
4,0,52,53,2,6,4,5,1,8,0
4,3,40,72,9,5,2,1,2,4,1
5,3,45,63,10,4,3,1,5,1,1
0,0,46,54,5,4,3,3,1,8,0
0,1,87,51,5,8,1,4,1,1,0
6,3,66,95,3,4,2,1,6,2,1
0,1,54,73,3,8,1,10,1,1,0
2,1,91,67,1,8,4,7,5,8,0
3,2,73,76,5,5,5,2,10,3,1
0,2,97,73,3,7,0,4,5,9,1
0,0,96,78,2,8,4,9,2,7,0
6,1,62,60,9,5,2,8,3,6,1
7,3,87,97,10,6,5,2,3,6,1
1,2,88,67,6,8,4,9,3,10,1
7,2,63,97,3,7,2,1,3,1,1
6,1,54,53,7,6,5,6,4,8,1
7,2,74,82,9,8,1,3,10,10,1
6,2,43,63,9,8,3,1,1,3,1
2,3,83,93,1,7,4,8,4,3,0
5,1,76,91,2,4,4,6,4,3,0
0,2,56,81,8,7,5,4,8,9,1
6,1,70,100,1,5,3,3,4,5,1
6,2,77,53,3,5,4,10,5,2,0
1,3,49,69,7,7,4,2,4,4,1
6,1,93,70,8,7,5,5,5,7,1
4,2,89,52,5,7,0,8,3,10,1
5,3,66,74,2,7,5,8,3,1,0
0,2,81,53,3,7,5,3,8,2,0
0,1,45,96,9,8,5,9,1,8,0
1,2,95,60,10,6,0,10,3,8,1
2,1,45,65,7,5,3,5,2,3,0
0,1,91,85,1,5,1,7,10,5,0
4,2,54,55,3,6,4,9,6,8,0
0,3,43,80,9,7,5,7,8,10,1
4,0,96,89,7,6,4,10,6,9,1
5,3,87,62,2,7,1,3,4,2,1
5,3,93,72,6,5,4,2,3,10,1
3,2,95,53,9,4,1,7,4,8,1
3,3,79,86,4,5,3,10,8,3,1
4,3,46,91,10,5,3,8,9,9,1
2,0,90,86,2,4,1,4,8,5,0
0,3,97,93,3,6,1,1,9,5,1
6,0,88,82,7,8,2,6,8,4,1
0,2,92,91,4,7,0,9,5,8,1
3,0,84,78,7,7,0,4,5,1,1
7,1,86,86,5,5,5,3,1,6,1
6,1,65,68,8,4,4,6,8,7,1
4,0,97,100,8,5,4,6,2,8,1
6,1,70,69,5,5,1,4,6,4,1
7,2,41,81,7,6,5,7,6,9,1
0,1,67,93,6,7,1,2,10,3,1
0,0,81,65,8,8,0,1,4,8,1
2,2,52,54,9,4,5,6,9,10,1
1,1,57,98,5,8,5,3,3,10,0
6,2,69,95,7,4,4,3,8,5,1
3,0,94,61,1,7,0,1,2,5,1
7,1,50,94,8,6,3,2,5,7,1
7,2,52,70,3,8,0,3,6,5,1
7,2,90,63,1,4,0,1,2,7,1
3,1,63,86,6,5,1,8,7,9,1
1,2,96,71,8,7,4,6,5,5,1
0,2,68,79,3,6,3,9,10,2,0
2,0,95,72,1,5,0,1,4,10,1
2,0,93,54,3,6,0,4,4,6,0
3,0,44,78,5,4,1,4,2,9,0
2,0,74,79,8,5,5,5,9,9,0
7,0,58,67,9,6,2,2,1,5,1
5,0,94,95,9,7,4,1,1,2,1
1,1,52,99,4,8,4,9,4,6,0
0,0,44,50,8,8,4,5,3,4,0
5,2,83,88,5,5,0,8,9,4,1
1,1,53,66,3,7,0,3,7,3,0
4,2,77,52,5,7,0,4,2,1,1
6,0,61,91,2,6,5,4,4,9,0
3,0,48,56,6,5,2,6,5,6,0
