age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
34,"technician","married","secondary",1,19,0,1,"unknown",5,"may",362,4,-1,0,"unknown",1
56,"technician","divorced","primary",1,13,0,1,"unknown",5,"may",357,2,-1,0,"unknown",1
31,"blue-collar","single","secondary",1,3,0,1,"unknown",5,"may",200,2,-1,0,"unknown",1
24,"student","single","secondary",1,82,0,1,"unknown",5,"may",204,2,-1,0,"unknown",1
42,"blue-collar","divorced","primary",1,28,0,1,"unknown",5,"may",126,3,-1,0,"unknown",1
57,"technician","married","secondary",1,792,0,1,"unknown",5,"may",65,2,-1,0,"unknown",1
42,"blue-collar","married","unknown",1,408,0,1,"unknown",5,"may",107,2,-1,0,"unknown",1
51,"admin.","married","secondary",1,531,0,1,"unknown",5,"may",267,2,-1,0,"unknown",1
57,"retired","married","secondary",1,211,0,1,"unknown",5,"may",248,2,-1,0,"unknown",1
36,"services","single","secondary",1,62,0,1,"unknown",5,"may",215,2,-1,0,"unknown",1
53,"services","married","unknown",1,257,0,1,"unknown",5,"may",209,2,-1,0,"unknown",1
50,"technician","married","secondary",1,1234,0,1,"unknown",5,"may",205,2,-1,0,"unknown",1
54,"management","married","tertiary",1,313,0,1,"unknown",5,"may",83,2,-1,0,"unknown",1
55,"blue-collar","married","secondary",1,89,0,1,"unknown",5,"may",106,3,-1,0,"unknown",1
44,"blue-collar","married","secondary",1,129,0,0,"unknown",5,"may",189,2,-1,0,"unknown",1
43,"management","married","unknown",1,0,0,1,"unknown",5,"may",105,2,-1,0,"unknown",1
56,"admin.","married","secondary",1,353,0,1,"unknown",5,"may",106,2,-1,0,"unknown",1
54,"technician","married","unknown",1,851,0,1,"unknown",5,"may",108,2,-1,0,"unknown",1
55,"services","divorced","primary",1,96,0,0,"unknown",5,"may",311,2,-1,0,"unknown",1
37,"services","divorced","secondary",1,398,0,0,"unknown",5,"may",214,2,-1,0,"unknown",1
33,"admin.","single","tertiary",1,193,1,1,"unknown",5,"may",132,2,-1,0,"unknown",1
46,"admin.","married","secondary",1,-358,0,1,"unknown",5,"may",358,2,-1,0,"unknown",1
36,"blue-collar","married","secondary",1,539,0,0,"unknown",5,"may",453,2,-1,0,"unknown",1
51,"technician","single","secondary",1,0,0,1,"unknown",5,"may",364,2,-1,0,"unknown",1
40,"retired","single","primary",1,0,1,1,"unknown",5,"may",136,2,-1,0,"unknown",1
42,"blue-collar","married","secondary",1,490,0,1,"unknown",5,"may",386,2,-1,0,"unknown",1
51,"blue-collar","married","secondary",1,0,0,1,"unknown",5,"may",173,2,-1,0,"unknown",1
49,"blue-collar","married","unknown",1,403,0,1,"unknown",5,"may",241,2,-1,0,"unknown",1
48,"management","married","secondary",1,161,0,1,"unknown",5,"may",224,3,-1,0,"unknown",1
32,"technician","divorced","tertiary",1,2558,1,1,"unknown",5,"may",148,2,-1,0,"unknown",1
31,"admin.","single","secondary",1,98,0,1,"unknown",5,"may",196,2,-1,0,"unknown",1
55,"management","single","tertiary",1,115,1,1,"unknown",5,"may",111,4,-1,0,"unknown",1
40,"blue-collar","single","secondary",1,436,0,1,"unknown",5,"may",231,3,-1,0,"unknown",1
47,"technician","married","tertiary",1,831,0,1,"unknown",5,"may",316,3,-1,0,"unknown",1
57,"technician","married","unknown",1,206,0,1,"unknown",5,"may",216,3,-1,0,"unknown",1
41,"blue-collar","married","secondary",1,290,0,1,"unknown",5,"may",240,2,-1,0,"unknown",1
48,"blue-collar","married","secondary",1,1,1,1,"unknown",5,"may",669,3,-1,0,"unknown",1
42,"blue-collar","married","unknown",1,57,0,1,"unknown",5,"may",425,2,-1,0,"unknown",1
30,"blue-collar","single","secondary",1,-457,0,1,"unknown",5,"may",143,2,-1,0,"unknown",1
58,"management","single","tertiary",1,1387,0,1,"unknown",5,"may",174,5,-1,0,"unknown",1
45,"management","divorced","tertiary",1,24598,0,1,"unknown",5,"may",313,3,-1,0,"unknown",1
49,"blue-collar","married","secondary",1,30,0,1,"unknown",5,"may",135,4,-1,0,"unknown",1
42,"admin.","single","secondary",1,1022,0,1,"unknown",5,"may",146,2,-1,0,"unknown",1
53,"technician","married","secondary",1,56,0,0,"unknown",5,"may",152,2,-1,0,"unknown",1
51,"admin.","single","secondary",0,-2,1,1,"unknown",5,"may",402,3,-1,0,"unknown",1
32,"services","single","secondary",1,121,0,1,"unknown",5,"may",213,2,-1,0,"unknown",1
41,"blue-collar","single","secondary",1,842,0,1,"unknown",5,"may",144,3,-1,0,"unknown",1
43,"management","divorced","secondary",1,693,0,1,"unknown",5,"may",124,3,-1,0,"unknown",1
40,"blue-collar","divorced","secondary",1,-333,0,1,"unknown",5,"may",183,2,-1,0,"unknown",1
50,"blue-collar","married","primary",1,1533,0,1,"unknown",5,"may",325,2,-1,0,"unknown",1
34,"management","married","tertiary",1,46,0,1,"unknown",5,"may",39,4,-1,0,"unknown",1
53,"services","married","unknown",1,18,1,1,"unknown",5,"may",503,2,-1,0,"unknown",1
45,"technician","married","secondary",1,44,0,1,"unknown",5,"may",95,4,-1,0,"unknown",1
39,"blue-collar","married","primary",1,-100,0,1,"unknown",5,"may",680,2,-1,0,"unknown",1
44,"services","married","tertiary",1,510,0,1,"unknown",5,"may",421,4,-1,0,"unknown",1
55,"management","married","tertiary",1,685,0,1,"unknown",5,"may",174,3,-1,0,"unknown",1
46,"management","single","tertiary",1,187,0,1,"unknown",5,"may",113,2,-1,0,"unknown",1
45,"blue-collar","married","secondary",1,66,0,1,"unknown",5,"may",808,2,-1,0,"unknown",1
34,"admin.","married","secondary",1,560,0,1,"unknown",5,"may",198,3,-1,0,"unknown",1
36,"blue-collar","married","secondary",1,0,0,1,"unknown",5,"may",195,2,-1,0,"unknown",1
59,"unknown","divorced","unknown",1,27,1,1,"unknown",5,"may",347,3,-1,0,"unknown",1
31,"admin.","single","secondary",1,12,0,1,"unknown",5,"may",208,2,-1,0,"unknown",1
44,"blue-collar","single","secondary",1,34,0,1,"unknown",5,"may",404,4,-1,0,"unknown",1
33,"entrepreneur","single","tertiary",1,1068,0,1,"unknown",5,"may",396,2,-1,0,"unknown",1
40,"blue-collar","married","secondary",1,211,0,1,"unknown",5,"may",216,4,-1,0,"unknown",1
46,"admin.","single","tertiary",1,377,0,1,"unknown",5,"may",98,2,-1,0,"unknown",1
48,"management","married","tertiary",1,263,0,1,"unknown",5,"may",350,2,-1,0,"unknown",1
42,"services","married","secondary",1,1263,0,1,"unknown",6,"may",114,2,-1,0,"unknown",1
27,"services","married","secondary",1,8,0,1,"unknown",6,"may",88,3,-1,0,"unknown",1
48,"admin.","married","secondary",1,126,0,0,"unknown",6,"may",379,2,-1,0,"unknown",1
59,"admin.","married","secondary",1,230,0,1,"unknown",6,"may",190,3,-1,0,"unknown",1
46,"technician","married","tertiary",1,841,0,1,"unknown",6,"may",158,1,-1,0,"unknown",1
38,"admin.","divorced","secondary",1,308,0,1,"unknown",6,"may",102,1,-1,0,"unknown",1
43,"management","divorced","tertiary",1,1,0,1,"unknown",6,"may",306,1,-1,0,"unknown",1
38,"admin.","divorced","tertiary",1,86,0,1,"unknown",6,"may",218,1,-1,0,"unknown",1
23,"student","single","secondary",1,157,0,1,"unknown",6,"may",54,1,-1,0,"unknown",1
34,"services","married","secondary",1,22,0,1,"unknown",6,"may",344,1,-1,0,"unknown",1
38,"admin.","married","secondary",1,46,0,0,"unknown",6,"may",195,1,-1,0,"unknown",1
37,"blue-collar","married","secondary",1,1293,1,1,"unknown",6,"may",652,1,-1,0,"unknown",1
25,"admin.","single","secondary",1,122,0,1,"unknown",6,"may",286,1,-1,0,"unknown",1
48,"blue-collar","married","unknown",1,131,0,1,"unknown",6,"may",189,1,-1,0,"unknown",1
49,"blue-collar","single","secondary",1,143,0,1,"unknown",6,"may",83,1,-1,0,"unknown",1
38,"admin.","single","secondary",1,393,1,1,"unknown",6,"may",184,2,-1,0,"unknown",1
43,"blue-collar","married","primary",1,98,0,1,"unknown",6,"may",235,1,-1,0,"unknown",1
33,"management","married","tertiary",1,0,0,1,"unknown",6,"may",290,1,-1,0,"unknown",1
55,"blue-collar","married","secondary",1,224,0,1,"unknown",6,"may",232,1,-1,0,"unknown",1
38,"blue-collar","married","secondary",1,757,0,1,"unknown",6,"may",133,1,-1,0,"unknown",1
49,"services","married","secondary",1,245,0,0,"unknown",6,"may",318,1,-1,0,"unknown",1
40,"management","married","secondary",1,8486,1,1,"unknown",6,"may",260,3,-1,0,"unknown",1
43,"admin.","married","unknown",1,350,1,1,"unknown",6,"may",437,1,-1,0,"unknown",1
38,"blue-collar","married","secondary",1,20,0,1,"unknown",6,"may",402,1,-1,0,"unknown",1
58,"services","married","secondary",1,1667,0,0,"unknown",6,"may",85,1,-1,0,"unknown",1
57,"technician","married","unknown",1,345,0,1,"unknown",6,"may",125,1,-1,0,"unknown",1
32,"unemployed","married","secondary",1,10,0,1,"unknown",6,"may",501,4,-1,0,"unknown",1
56,"management","married","tertiary",1,830,0,0,"unknown",6,"may",1201,1,-1,0,"unknown",0
58,"blue-collar","divorced","unknown",1,29,0,1,"unknown",6,"may",253,1,-1,0,"unknown",1
60,"retired","divorced","secondary",1,545,0,1,"unknown",6,"may",1030,1,-1,0,"unknown",0
37,"technician","married","tertiary",1,8730,0,1,"unknown",6,"may",149,1,-1,0,"unknown",1
46,"technician","divorced","tertiary",1,477,0,1,"unknown",6,"may",114,1,-1,0,"unknown",1
27,"admin.","married","secondary",1,4,0,1,"unknown",6,"may",243,1,-1,0,"unknown",1
43,"blue-collar","married","secondary",1,1205,0,1,"unknown",6,"may",769,2,-1,0,"unknown",1
32,"technician","single","secondary",1,0,0,0,"unknown",6,"may",135,3,-1,0,"unknown",1
40,"admin.","single","secondary",1,263,0,1,"unknown",6,"may",231,1,-1,0,"unknown",1
38,"admin.","married","secondary",1,1,1,1,"unknown",6,"may",76,1,-1,0,"unknown",1
34,"blue-collar","married","secondary",1,283,1,0,"unknown",6,"may",199,1,-1,0,"unknown",1
47,"blue-collar","married","primary",1,206,0,1,"unknown",6,"may",152,1,-1,0,"unknown",1
42,"housemaid","married","primary",1,17,0,1,"unknown",6,"may",124,1,-1,0,"unknown",1
48,"technician","married","secondary",1,141,0,0,"unknown",6,"may",424,1,-1,0,"unknown",1
29,"self-employed","single","tertiary",1,16,0,1,"unknown",6,"may",43,1,-1,0,"unknown",1
50,"services","married","secondary",1,206,0,1,"unknown",6,"may",154,1,-1,0,"unknown",1
52,"technician","married","unknown",1,7,1,1,"unknown",6,"may",203,2,-1,0,"unknown",1
50,"management","married","tertiary",1,0,1,1,"unknown",6,"may",326,1,-1,0,"unknown",1
58,"retired","married","tertiary",1,0,1,1,"unknown",6,"may",393,1,-1,0,"unknown",1
46,"blue-collar","divorced","primary",1,1927,0,1,"unknown",6,"may",241,3,-1,0,"unknown",1
38,"technician","married","secondary",1,284,0,1,"unknown",6,"may",483,1,-1,0,"unknown",1
46,"blue-collar","married","secondary",1,1660,0,1,"unknown",6,"may",259,1,-1,0,"unknown",1
32,"services","single","secondary",1,406,0,1,"unknown",6,"may",227,1,-1,0,"unknown",1
51,"blue-collar","married","primary",1,230,0,1,"unknown",6,"may",673,1,-1,0,"unknown",1
39,"admin.","single","secondary",1,-25,0,1,"unknown",6,"may",576,1,-1,0,"unknown",1
48,"admin.","married","secondary",1,182,0,1,"unknown",6,"may",180,2,-1,0,"unknown",1
36,"entrepreneur","married","tertiary",1,1169,0,1,"unknown",6,"may",168,2,-1,0,"unknown",1
34,"admin.","divorced","secondary",1,67,0,1,"unknown",6,"may",90,1,-1,0,"unknown",1
40,"technician","married","secondary",1,77,1,1,"unknown",6,"may",505,1,-1,0,"unknown",1
43,"unemployed","married","secondary",1,0,0,1,"unknown",6,"may",245,1,-1,0,"unknown",1
52,"blue-collar","divorced","primary",1,55,0,0,"unknown",6,"may",186,1,-1,0,"unknown",1
33,"technician","married","secondary",0,72,0,1,"unknown",6,"may",623,1,-1,0,"unknown",1
49,"management","single","tertiary",1,163,0,1,"unknown",6,"may",496,3,-1,0,"unknown",1
32,"management","single","tertiary",1,151,0,1,"unknown",6,"may",118,1,-1,0,"unknown",1
39,"admin.","single","secondary",1,113,0,1,"unknown",6,"may",342,1,-1,0,"unknown",1
40,"blue-collar","married","secondary",1,0,0,1,"unknown",6,"may",225,1,-1,0,"unknown",1
38,"technician","single","tertiary",1,9,0,1,"unknown",6,"may",185,3,-1,0,"unknown",1
43,"management","married","secondary",1,375,0,1,"unknown",6,"may",196,2,-1,0,"unknown",1
39,"services","married","secondary",1,1142,0,1,"unknown",6,"may",276,1,-1,0,"unknown",1
54,"blue-collar","married","primary",1,2102,0,1,"unknown",6,"may",76,1,-1,0,"unknown",1
38,"technician","single","tertiary",1,4325,0,1,"unknown",6,"may",87,1,-1,0,"unknown",1
40,"blue-collar","married","secondary",1,217,0,1,"unknown",6,"may",195,1,-1,0,"unknown",1
55,"admin.","married","secondary",1,131,0,1,"unknown",6,"may",744,1,-1,0,"unknown",1
42,"management","married","tertiary",1,1680,0,1,"unknown",6,"may",765,1,-1,0,"unknown",1
39,"blue-collar","married","secondary",1,0,0,1,"unknown",6,"may",262,1,-1,0,"unknown",1
40,"blue-collar","married","primary",1,46,0,1,"unknown",6,"may",119,1,-1,0,"unknown",1
32,"blue-collar","married","secondary",1,320,0,1,"unknown",6,"may",198,2,-1,0,"unknown",1
55,"admin.","married","secondary",1,183,0,1,"unknown",6,"may",150,1,-1,0,"unknown",1
45,"blue-collar","married","secondary",1,39,1,1,"unknown",6,"may",241,1,-1,0,"unknown",1
35,"management","single","tertiary",1,560,0,1,"unknown",6,"may",181,1,-1,0,"unknown",1
58,"technician","divorced","secondary",1,469,1,1,"unknown",6,"may",196,1,-1,0,"unknown",0
35,"admin.","married","secondary",1,530,0,1,"unknown",6,"may",149,1,-1,0,"unknown",0
49,"services","married","primary",1,61,0,1,"unknown",6,"may",246,1,-1,0,"unknown",0
34,"technician","single","tertiary",1,242,0,1,"unknown",6,"may",112,1,-1,0,"unknown",0
36,"blue-collar","married","secondary",1,139,0,1,"unknown",6,"may",309,2,-1,0,"unknown",1
24,"self-employed","single","secondary",1,0,0,1,"unknown",6,"may",278,1,-1,0,"unknown",1
34,"technician","married","secondary",1,367,0,1,"unknown",6,"may",140,1,-1,0,"unknown",1
51,"admin.","divorced","secondary",1,228,0,1,"unknown",6,"may",136,1,-1,0,"unknown",1
39,"technician","single","unknown",1,45248,0,1,"unknown",6,"may",1623,1,-1,0,"unknown",0
50,"self-employed","married","unknown",1,-84,0,1,"unknown",6,"may",101,1,-1,0,"unknown",1
32,"services","single","secondary",1,310,0,1,"unknown",6,"may",144,1,-1,0,"unknown",1
42,"blue-collar","married","unknown",1,132,0,1,"unknown",6,"may",238,1,-1,0,"unknown",1
50,"technician","married","secondary",1,797,0,1,"unknown",6,"may",354,1,-1,0,"unknown",1
40,"services","married","secondary",1,71,1,1,"unknown",6,"may",79,1,-1,0,"unknown",1
46,"management","divorced","unknown",1,2,0,1,"unknown",6,"may",187,1,-1,0,"unknown",1
37,"management","married","tertiary",1,231,0,0,"unknown",6,"may",451,2,-1,0,"unknown",1
34,"blue-collar","married","secondary",1,270,0,0,"unknown",6,"may",159,1,-1,0,"unknown",1
44,"blue-collar","married","secondary",1,274,0,0,"unknown",6,"may",409,1,-1,0,"unknown",1
40,"admin.","single","secondary",1,-109,0,0,"unknown",6,"may",170,1,-1,0,"unknown",1
37,"technician","married","secondary",1,1,0,1,"unknown",6,"may",608,1,-1,0,"unknown",0
33,"blue-collar","single","secondary",0,-60,1,1,"unknown",6,"may",243,1,-1,0,"unknown",1
35,"blue-collar","married","secondary",1,89,0,1,"unknown",6,"may",145,2,-1,0,"unknown",1
58,"blue-collar","divorced","secondary",1,-11,1,1,"unknown",6,"may",112,1,-1,0,"unknown",1
39,"blue-collar","married","primary",1,0,0,1,"unknown",6,"may",262,2,-1,0,"unknown",1
43,"blue-collar","married","secondary",1,-509,0,1,"unknown",6,"may",124,1,-1,0,"unknown",1
39,"unemployed","married","primary",1,408,0,1,"unknown",6,"may",53,1,-1,0,"unknown",1
36,"services","single","primary",1,58,0,1,"unknown",6,"may",134,1,-1,0,"unknown",1
57,"retired","single","secondary",1,1640,1,0,"unknown",6,"may",204,4,-1,0,"unknown",1
36,"admin.","single","secondary",1,20,0,1,"unknown",6,"may",186,1,-1,0,"unknown",1
50,"blue-collar","married","primary",1,71,0,1,"unknown",6,"may",678,1,-1,0,"unknown",1
55,"blue-collar","married","secondary",1,52,0,1,"unknown",6,"may",182,1,-1,0,"unknown",1
44,"self-employed","married","tertiary",1,292,0,1,"unknown",6,"may",162,1,-1,0,"unknown",1
44,"services","divorced","secondary",1,424,0,1,"unknown",6,"may",27,1,-1,0,"unknown",1
39,"housemaid","single","primary",1,109,0,1,"unknown",6,"may",699,3,-1,0,"unknown",1
46,"blue-collar","married","unknown",1,1044,0,1,"unknown",6,"may",43,1,-1,0,"unknown",1
39,"blue-collar","married","secondary",1,983,0,1,"unknown",6,"may",97,1,-1,0,"unknown",1
34,"admin.","married","secondary",1,869,1,1,"unknown",6,"may",1677,1,-1,0,"unknown",0
40,"blue-collar","married","primary",1,668,0,1,"unknown",6,"may",283,2,-1,0,"unknown",1
50,"management","married","tertiary",1,964,0,1,"unknown",6,"may",323,1,-1,0,"unknown",1
31,"management","single","secondary",1,301,0,1,"unknown",6,"may",82,1,-1,0,"unknown",1
37,"admin.","single","secondary",1,140,0,1,"unknown",6,"may",310,1,-1,0,"unknown",1
39,"management","single","secondary",1,1877,0,1,"unknown",6,"may",185,1,-1,0,"unknown",1
51,"blue-collar","married","primary",1,1127,0,1,"unknown",6,"may",47,1,-1,0,"unknown",1
41,"technician","married","secondary",1,871,0,1,"unknown",6,"may",145,1,-1,0,"unknown",1
41,"technician","married","secondary",1,767,0,0,"unknown",6,"may",204,1,-1,0,"unknown",1
43,"blue-collar","married","secondary",1,0,1,1,"unknown",6,"may",187,1,-1,0,"unknown",1
30,"services","single","secondary",1,209,0,1,"unknown",6,"may",30,2,-1,0,"unknown",1
54,"management","divorced","primary",1,0,1,1,"unknown",6,"may",472,1,-1,0,"unknown",1
43,"blue-collar","divorced","secondary",1,110,0,0,"unknown",6,"may",448,1,-1,0,"unknown",1
59,"management","divorced","tertiary",1,-76,0,0,"unknown",6,"may",264,1,-1,0,"unknown",1
47,"technician","married","unknown",1,178,0,1,"unknown",6,"may",169,1,-1,0,"unknown",1
40,"blue-collar","married","primary",1,-66,0,1,"unknown",6,"may",288,1,-1,0,"unknown",1
32,"technician","married","secondary",1,0,0,1,"unknown",6,"may",176,2,-1,0,"unknown",1
29,"blue-collar","married","secondary",1,1,0,1,"unknown",6,"may",215,1,-1,0,"unknown",1
36,"blue-collar","married","secondary",1,0,0,1,"unknown",6,"may",337,1,-1,0,"unknown",1
55,"unemployed","married","tertiary",1,5345,1,1,"unknown",6,"may",278,1,-1,0,"unknown",1
30,"blue-collar","divorced","secondary",1,-209,0,1,"unknown",6,"may",188,2,-1,0,"unknown",1
39,"admin.","single","secondary",1,0,0,1,"unknown",6,"may",174,2,-1,0,"unknown",1
39,"blue-collar","divorced","secondary",1,42,0,1,"unknown",6,"may",226,2,-1,0,"unknown",1
50,"blue-collar","divorced","secondary",1,41,0,1,"unknown",6,"may",190,1,-1,0,"unknown",1
44,"blue-collar","married","secondary",1,-99,0,1,"unknown",6,"may",111,2,-1,0,"unknown",1
37,"technician","single","secondary",1,17,0,1,"unknown",6,"may",164,1,-1,0,"unknown",1
46,"admin.","married","primary",1,276,0,0,"unknown",6,"may",157,2,-1,0,"unknown",1
32,"technician","single","unknown",1,-170,1,1,"unknown",6,"may",46,1,-1,0,"unknown",1
37,"management","single","tertiary",1,230,0,0,"unknown",6,"may",374,1,-1,0,"unknown",1
29,"blue-collar","married","secondary",1,9,0,1,"unknown",6,"may",349,1,-1,0,"unknown",1
41,"blue-collar","married","secondary",1,946,0,1,"unknown",6,"may",325,1,-1,0,"unknown",1
45,"blue-collar","married","primary",1,1297,0,1,"unknown",6,"may",233,2,-1,0,"unknown",1
57,"retired","divorced","secondary",1,-331,0,1,"unknown",6,"may",531,1,-1,0,"unknown",0
48,"blue-collar","single","secondary",1,44,0,1,"unknown",6,"may",153,1,-1,0,"unknown",0
60,"retired","married","secondary",0,15,1,1,"unknown",6,"may",80,1,-1,0,"unknown",0
26,"admin.","single","secondary",1,712,0,1,"unknown",6,"may",232,1,-1,0,"unknown",0
58,"retired","married","secondary",1,5435,0,1,"unknown",6,"may",118,1,-1,0,"unknown",0
34,"admin.","married","secondary",1,507,0,1,"unknown",6,"may",190,1,-1,0,"unknown",1
55,"unemployed","divorced","secondary",1,387,0,1,"unknown",6,"may",918,1,-1,0,"unknown",0
41,"blue-collar","married","primary",1,0,0,0,"unknown",6,"may",238,1,-1,0,"unknown",0
50,"management","divorced","secondary",1,1716,0,1,"unknown",6,"may",82,1,-1,0,"unknown",0
49,"entrepreneur","married","secondary",1,167,0,0,"unknown",6,"may",198,3,-1,0,"unknown",0
44,"admin.","married","unknown",1,40,1,0,"unknown",6,"may",160,2,-1,0,"unknown",0
44,"blue-collar","married","primary",1,148,0,1,"unknown",6,"may",211,1,-1,0,"unknown",0
31,"technician","married","secondary",1,17,0,0,"unknown",6,"may",120,1,-1,0,"unknown",0
34,"blue-collar","single","tertiary",1,1011,0,1,"unknown",6,"may",136,1,-1,0,"unknown",0
46,"management","single","unknown",1,1527,0,1,"unknown",6,"may",269,1,-1,0,"unknown",0
42,"management","married","tertiary",1,744,1,1,"unknown",6,"may",157,1,-1,0,"unknown",0
52,"admin.","married","secondary",1,484,0,1,"unknown",6,"may",128,1,-1,0,"unknown",0
29,"management","single","tertiary",1,0,0,1,"unknown",6,"may",211,1,-1,0,"unknown",0
53,"retired","married","primary",1,136,0,1,"unknown",6,"may",267,2,-1,0,"unknown",0
43,"blue-collar","married","secondary",1,1335,0,1,"unknown",6,"may",371,2,-1,0,"unknown",1
38,"management","married","secondary",1,517,0,1,"unknown",6,"may",288,2,-1,0,"unknown",0
46,"management","married","tertiary",1,459,0,1,"unknown",6,"may",221,1,-1,0,"unknown",0
48,"management","divorced","unknown",1,549,0,1,"unknown",6,"may",427,1,-1,0,"unknown",0
30,"admin.","divorced","secondary",1,83,0,0,"unknown",6,"may",310,1,-1,0,"unknown",0
44,"blue-collar","married","primary",1,213,1,1,"unknown",6,"may",158,1,-1,0,"unknown",0
31,"housemaid","married","primary",1,203,0,1,"unknown",6,"may",604,3,-1,0,"unknown",0
42,"services","single","secondary",1,518,0,1,"unknown",6,"may",198,1,-1,0,"unknown",0
40,"management","single","tertiary",1,3877,0,1,"unknown",6,"may",145,1,-1,0,"unknown",0
52,"admin.","married","secondary",1,1236,0,1,"unknown",6,"may",247,1,-1,0,"unknown",0
45,"blue-collar","divorced","secondary",1,756,0,1,"unknown",6,"may",179,2,-1,0,"unknown",0
48,"blue-collar","married","secondary",1,157,0,1,"unknown",6,"may",73,1,-1,0,"unknown",0
45,"blue-collar","married","primary",1,-66,0,1,"unknown",6,"may",263,2,-1,0,"unknown",0
34,"blue-collar","married","unknown",1,245,0,1,"unknown",6,"may",13,1,-1,0,"unknown",0
34,"blue-collar","married","primary",1,-144,0,1,"unknown",6,"may",79,2,-1,0,"unknown",0
46,"blue-collar","married","secondary",1,71,0,1,"unknown",6,"may",416,1,-1,0,"unknown",0
49,"services","divorced","secondary",1,505,0,1,"unknown",6,"may",162,1,-1,0,"unknown",0
50,"technician","married","primary",1,249,0,1,"unknown",6,"may",129,1,-1,0,"unknown",0
34,"admin.","single","secondary",1,0,0,1,"unknown",6,"may",150,1,-1,0,"unknown",0
40,"unemployed","single","secondary",1,11,0,1,"unknown",6,"may",43,1,-1,0,"unknown",0
36,"admin.","married","secondary",1,639,0,1,"unknown",6,"may",191,1,-1,0,"unknown",0
59,"blue-collar","divorced","unknown",1,124,0,1,"unknown",6,"may",26,1,-1,0,"unknown",0
45,"blue-collar","married","secondary",1,82,0,1,"unknown",6,"may",250,1,-1,0,"unknown",0
36,"self-employed","married","tertiary",1,107,0,1,"unknown",6,"may",146,1,-1,0,"unknown",0
56,"services","married","secondary",1,473,0,1,"unknown",6,"may",416,1,-1,0,"unknown",0
42,"services","divorced","secondary",1,372,0,0,"unknown",6,"may",121,2,-1,0,"unknown",0
30,"admin.","married","secondary",1,46,0,1,"unknown",6,"may",114,2,-1,0,"unknown",0
30,"student","single","tertiary",1,34,0,1,"unknown",6,"may",289,1,-1,0,"unknown",0
47,"self-employed","married","unknown",1,935,0,1,"unknown",6,"may",225,1,-1,0,"unknown",0
33,"blue-collar","married","secondary",1,-10,0,1,"unknown",6,"may",123,1,-1,0,"unknown",0
36,"admin.","married","secondary",1,-106,0,1,"unknown",6,"may",130,2,-1,0,"unknown",0
39,"services","divorced","primary",1,471,0,1,"unknown",6,"may",161,2,-1,0,"unknown",0
56,"admin.","divorced","secondary",1,778,0,1,"unknown",6,"may",149,2,-1,0,"unknown",0
39,"blue-collar","divorced","unknown",1,170,0,1,"unknown",6,"may",268,2,-1,0,"unknown",1
42,"technician","married","secondary",1,315,0,1,"unknown",6,"may",259,2,-1,0,"unknown",1
52,"blue-collar","married","secondary",1,3165,1,1,"unknown",6,"may",26,1,-1,0,"unknown",1
36,"admin.","divorced","secondary",1,131,0,1,"unknown",6,"may",153,1,-1,0,"unknown",1
35,"entrepreneur","married","secondary",0,204,0,1,"unknown",6,"may",424,2,-1,0,"unknown",1
47,"technician","married","secondary",1,83,0,1,"unknown",6,"may",179,2,-1,0,"unknown",1
59,"services","divorced","secondary",1,0,0,0,"unknown",6,"may",97,1,-1,0,"unknown",1
57,"blue-collar","married","primary",1,5431,0,0,"unknown",6,"may",383,1,-1,0,"unknown",1
38,"management","married","unknown",1,1759,0,1,"unknown",6,"may",440,1,-1,0,"unknown",1
46,"unemployed","married","secondary",1,-125,0,1,"unknown",6,"may",23,1,-1,0,"unknown",1
34,"blue-collar","married","secondary",1,0,1,1,"unknown",6,"may",195,1,-1,0,"unknown",1
28,"services","single","secondary",1,5090,0,1,"unknown",6,"may",1297,3,-1,0,"unknown",0
38,"technician","married","unknown",1,573,0,1,"unknown",6,"may",87,1,-1,0,"unknown",1
56,"blue-collar","married","secondary",1,1602,0,1,"unknown",6,"may",427,1,-1,0,"unknown",1
41,"blue-collar","single","primary",0,-137,0,0,"unknown",6,"may",189,1,-1,0,"unknown",1
52,"technician","married","unknown",1,0,1,1,"unknown",6,"may",195,1,-1,0,"unknown",1
54,"services","married","secondary",1,193,1,1,"unknown",6,"may",179,1,-1,0,"unknown",1
61,"retired","married","secondary",1,195,0,0,"unknown",6,"may",179,1,-1,0,"unknown",1
53,"entrepreneur","married","secondary",1,288,1,1,"unknown",6,"may",69,1,-1,0,"unknown",1
47,"technician","married","secondary",1,19,0,1,"unknown",6,"may",105,2,-1,0,"unknown",1
53,"blue-collar","married","primary",1,25,0,1,"unknown",6,"may",266,3,-1,0,"unknown",1
46,"services","married","secondary",1,216,0,1,"unknown",6,"may",524,2,-1,0,"unknown",1
39,"blue-collar","divorced","primary",1,190,0,0,"unknown",6,"may",96,2,-1,0,"unknown",1
56,"technician","divorced","secondary",1,99,0,1,"unknown",6,"may",155,2,-1,0,"unknown",1
55,"services","divorced","primary",1,2298,0,1,"unknown",6,"may",162,2,-1,0,"unknown",1
44,"management","married","tertiary",1,17,0,1,"unknown",6,"may",352,2,-1,0,"unknown",1
37,"technician","married","primary",1,0,0,1,"unknown",6,"may",76,4,-1,0,"unknown",1
35,"blue-collar","married","primary",1,0,0,1,"unknown",6,"may",154,2,-1,0,"unknown",1
